Episode Number,Chunk Number,Duration (seconds),Transcription
36,14,14.24,relebogileta amlelekwa oke dthgo motsegamolelekwa moitsanapotsa biitekanelojwa tikologo tibelo le taolo ya phasalatsa malwetse go tsokwa tshwane unibesity of tekhnolojy
37,1,30.0,e ketshedimosetso ya kohid noitlisediwake motswedinyafemo konkabokamoosoo dumela dakmelaemonkamrarartelekamrarartimtr bastseba go jetse naakobasadibatla re tswelepele ga se nenga ke bone gompienoe rerre rla gantse go buaka matshonyego a kgonagalo ya go gola ga sela sa ditswatsego tsa kofid  morao ga ditlhopo tsa dipusoselegaya mo afrika
37,2,30.0,ora tlartlo gore montlen enor tsoletsengeey ebon e gorekkiledisya morwara  kedinise kgothigadimohela kgaiteria motho ba idletsulogilen nekokola dirage le bareti ba motediya fen ebonn lebagaetyo nka refelan e laite gored ee ka mo thutlego ohikileng kgwidielo ya ngwanatlele rogwa na gaenetsedi tlopo ta dikuputsengaeng ne matsiditsipa batho a ilya deta
37,3,30.0,ko mafeleng a go tlhopan me ba feta batlhopa baenedi le makoko a bonan o tla go pola go repele ga ditlhopong makoko a hepholitiki le bontlhopeng ba baikineteng baiye batswa ditsholola go yimokela katlhopin ka goba bolelelamananya bona a ditshfetsong bo golo jan tokafatso ya go nela naka ditireloy legotlhamadipiongne fa gonke go biraganajya long matutitsiti a batho a inatenale kopano le mo ganto ya go ikela ka tlebeng gore ma
37,4,30.0,kokolebontlgopen ba baikilekeng basolfetojhabadin masabik goren boutuja hbaka bagi barebantsi ba ba neng ba penetse dikopanyo le me gantoen ba re ba ikgatlifitse bintlhakalo le me lawana ya kowid  mo baneng ba gotlaganeng e bile ba sa dirisisitsiretsa fatlego dakole mo neomng nefemofiye sabatiamo kotinya go tshwaediwa ke khoskmankeny mokgwa o no uide wa twelela le ka lethatila ditlopo
37,5,30.0,bato ba ne baenemena e meleeleng ne ba tlakatogana e bile ba banwe ba bona ba gaki baokolemlonka sitirita fa tlheego mogaeto ka go mebilone kya batho ba iye bannalekamanopeledi ka motsiiwa ditlopon nntle le go ba melamalawana ya kowid  o ho me jao gotsekatoganic dtse latathatlegohetibankolemlono gammo o le gosi ofoge mafemo atleken bathopitelelane nkare ee go na lekgonagalo ya goreng retie gobon
37,6,30.0,sielo sa ditshatego ta kobid n fe goola mo dibekendile malwa tsi lakelano seelofeno sitile go epigediwa ke ntla goreng paato ba batshwaepeslen ka lethatila ditlopo ba pile go tshaitsa bamalapa bona disala le ba dirimmogo fa ba nna dikamango le bona ka thelaonwang ka jalo botlhokwa uitjaana gore le fa goneselo sa dijape gomanagen kele kwa tlafega jaanae fenogahere goremokgare ga ofatholi o na le bunan me batho bathwone
37,7,30.0,opola gore go fantigola lepalo e kwa godimo ya batu ba ba ifimbaentele kohid n ba ba neng mokotsing e kwa godimo ya go tshadiwa ke kolid  le go kgatelola thata kgotsa gamogela kwa boipelong le so tlhokafaana kajalo go botlhonpwa gore rotleri pekole mo bekeng eela telann retelengaka kgotyatlinki ee gaofi go dira ditiko a ritem galamatlhao aamananle kolid  jaakamohikilat go tetgatahbamee
37,8,30.0,nteng tsa goy o panthapa le momtoko tlho mkono mmefa diteko di fitlhalagorotshaitegibeng de kopa go redirete dilatelang dipihibaoatananangon le bonan ikhaulen ba ya melemo kya ga gomme ipilelekwa gaen o tlhape matogo kgotsa o de rise hebnaditwa tisinanetaagigan le gaapeng e bille dirisa hobalegare montlong go re jiang mo mafelong a tlorua nnakolenakong yaka mabatida
37,9,30.0,lebidikubong di go bula matlhapakhefole mapapigo ena mowa ope pa mokun ne goba thubotle babao kopa gore le direnke disatalang bona moento wa koyid nn ka bona podmkanaganan itidiana mogaet gore dipatisitso di bontsitsefa moento ya koyid n e kgona go tibela go ngala tapafaotsaidije kiphobikwankin le go efoga go yakwa bokilong kopa go tlkafalang e go gammafe
37,10,30.0,atetsimatlhopalbaitin le bafelo a tsena moa o pheepan mnao kwagae ne lefokotse goepelanan mne merutlete bagisani gofala moraago dintla kalotsa kohid n le megwa eemalee ban magaetshotselapele go diritsa thiletsak fatlegon o tibonkole mnon tatamatiohoka nek disethetabetetwane le mathomamakipin gota drisa febladitaditse tnanyekaagen ne katoganye le baotadilina bong
37,11,23.21,ogalateto ya bonanne modimo abudken na leboga ememltlolatanttle ra leboga da go motsega molelekwa r leboge tsenakwagagotlhe lekamoso tlholesentletkeautlwoge ke doktaa go motsegang molelekwa buijanlornaka e maswenyego a kgonagalo ya go gola ga selo sa ditswatsego a kowid  moragoga ditlhopotsa dipuso se legae
38,1,30.0,e kitshedimosetso ya kowid  naoitlisediwake motswedinya femo konkabokamoososo ralebogatlerna le potsetswanko moretin tarutlweka emman kinakidilete ki ne batsa go ore omkopo o mpoletse usponj gore e kinane ngwana o mmustimano o tshelankabogole soo gat maegabuienten ketsabago go moenta geseke mo ente ketshaba go mo enta gore mebi kesebile gore ammo entomebi gankitla o mububulisa bikhotor naile ketwa go enta le
38,2,30.0,golaka lenle bothoko soo yene gaki huiti kya guitiyagoreo o nale moente o moilibothata dikoso gabui aigaitrugat gabui ke mo tosabui kyalebogatankiapasoya enon pota emerat aebotanke puto ebotlhokwathata me garelebella goreha l belepefela begole  ba momeleng khatakapaole ba motlhaleganyong ha gona gore o mokotinyago athatagatakh
38,3,30.0,ga ona o o philaka bogolebobowi mne  gwatlhaloganya ebaitanapo batlhaloganyaga gore ka nako eo bath ba banti ba ba phelanka bogole rata ba mommeleng  ba tlhoka gore ba tlhokomeleke bath babang mme go ragorekots ya bone e kobimo gonne enne banne inkhlod kontakt batwapumel ba atumele ke batlho babao nne garnito gore bas bao bakata balekae a baphila e bat
38,4,30.0,naya lilotyao ke ka botlhoka ke ka ntlha eo e baitsana ke batlhalosan korog bo tlhopale gore  batho ba ba phelanga bogole ba ba tlhokang thuso ya batho ka buntsi gore baetle dilote dintsi oo ba tlhokomela ke batho ba bangw gore a ba empiwe gomme e a ka ripi gore phenarato sotial ditanje mme gaona ga okhela ka bogolokapa o o lwala thatanommele a o tlhopamot omn a go tlhokomelemnekka
38,5,30.0,ko eo o ka nnang mo e mong kotsinnya gore o tshwatsega ke kohid  mme baijaanapa gapebatlalotsa gore batho ba bantli ba ba pelanka bogole ba nna le maletsa a tsananleboo dibipis obst kensa leone boletse bapelu mme ret gore ba letse ao aetlabatho goreba nne mokotsing ya go enta go ra more kipelnik ba tsetlalesayo gore go botshwaka goren e
38,6,30.0,ngwana gage ailokramo entogee e le gore o kramo ento mmee  matshonyaga a gage a gore ana ngwana o ke kgunobua kapao gonomolela ga ana lei dkamorago e kithonetseb ke bitlhokomme eitsana pekabuuji meki lebeletse kapa ke balalo red si yako us e e renka kgan ena ba tlharotshale goreng bath ba ba thelanka boletsi bo botsanali kakapa ka bogole sa boletsi bo botsanale tawn sendrom
38,7,30.0,bale ba mokotsinya gore ba gatellwe ke kohid n ga ba tshwategile go na ldipatisikotsedi tsedi tsedi editsweng gore go na lekgonagalo ya gore batho bao ba gapelle  boleti ke bolete wa kohid  nne se go mne le dipatlihi te dinti tje di leba lantatatata gore batho ba bo phelanka pogole ana ba mokotsi  mme gentse dipatisitso dija
38,8,30.0,aya beikanetwe ba tlhalutsa kapabarelelale gore ke maletsi a fin kapa ke bogolebofin boo ka bonang o o ka nna mokotsinya gore o o gapellwe ke boletsi ba kobid  ga o kagokatha o ka tshwthega gare bua ka kganya gore ana ngwana a ka kgono go tlhalofa gore a o mo botlhokong kapadiletayalo ba ko fibisi batlhalota
38,9,30.0,oregokanna botlhoka gore dikhe kibat kererbat bao ba ba tlhokomelang dikhanarikhe kibat pamothu o nannebogole a lebele le horeede ditlamoragopeu dipeng anamomene le ge ngwana a fabuni kapa a fa kgonobua go na le ka mokgoo abontane mnewaage kapa lebat ba bambamo mtlhokomelang gaepalpinyellahiimme
38,10,30.0,baitaanape ba ko hidifidatlhalosa gore go botlhopa gore kanako ee go lebelle gore motho oo o tana     o  kgamorafo gamme ento mekgwa ya gage e yana auitumetse gaitumela alto a tlhadile npenwa tshwara gonne ko botlupu diletlo yalo barugtsa gore motsadi kapa motho wa lelapa o thusanka go tlokomela motho o phelanka bogole ef babone gore ga bon
38,11,30.0,eba entiwa ne motho oo o tllanka bogole le ene a impia panako ewale gore go bone ka nako elengli gore gobone gore lene o firiletsegile sefe botlhokake gore tshireleto enne peng raife gore gonalee ntla morago pe fana le botlhopo tja o empileng khusidila  kapa le ko rurga po mo letsogonpo uu entnnpeng le gore opwa e tlhogo ensi
38,12,30.0,a e ka nna botlhopo le go feroga dibuke  piknyan mme rayt gore dika moragotseo kgaditsae sebaka dinnamala tepelayalo ke gore aka riti aka lebaitanape kapale dinyakante be rerlela ga ro entiua emon gao kana fela   phanado kapatharenyanatektad tam kore gao peta botlhokubo botsanafeng o ikhutse o neneki gao ka bona gore bitla moragotse e kare dibi di thata le moe
38,13,30.0,ke gono o kaapon eoka leletsanyaka kapa watratshuso  go tsapoo  tliniki tlapale e leba bookelo bo bogaofilwengmme go botlhoka go rekanako e yana mongwe le mongw a eidie tota tota lebatho ba ba phelang ka bogole ba ba tlhutsiand k bathobabang me gora goreba a tlimelwa ke bathobabang fa bona ba hlahiriletlega  ba mo kotinya goreba kgona o tlhetagakamo gare
38,14,11.16,taae gwa utlwa galaponsoralebogatlheka tsolfela gore moresi khonno gutlwa karaboyeo ibile beitlhalogantsibile tlaitsi gorotswantsa direnggo tlogafaa go ya kwapeleraleog
39,1,30.0,e kitshedimosetso ya kofid noitlisediwa ke mo tswedinya fem ko nkabokamooso sooomo bekengyifidilin neribuaaka moento le bana mo bekengyeribuaka moento lee basadi bogolosegolo bailengoree ba baimile bailengore bantsha gompieneta rbueka mosadiantshanle moentoeeno emon eetatateta go na le moreti o budikengaputo ena uironek momah
39,2,30.0,tnabikapolota abta gored ana enega a anytsa ngwanakanako e yana a ka gonokramu ento kapathena aemele gore a fetsa go anyishapele akramo ento miartipin go tsa koo woldhat oranisation sentratkal disiee ddi kontlol lee ee baitsanatababandi fe ba klhalotsanke gore moento o ka kira mo ento legao o anisa ngwana
39,3,30.0,legery lebelese gore santla fere o o neresi gopola gore gar ka go pola gane gojwa dntlinikaw tril tsa moendo mme tota tatokomafatsen amanti aotle nego tina batho ba ba a ntsanwanebale mo nklinika triley mne  go nne kgarene o taituialo taitsanape bateretibaka gore ana mtleba a tlhatla gore ana motlo o aisangn akakriam no entok ne kanako e bare
39,4,30.0,kgabalwelepe gore sa se botlhoka ke gore bomme ba ba ansa banaba gopole gore mo ento ga o na mogare okate gao o en gao o enta gaok re mogare wa kobid  nne okria e ukrady tdte o ukratelo motehelemonento nto o o tlhutammelwagago gore o kreditwantsi pee ego nweta ditwantsino melonga gago fe di tlophibelang gore gao otho egaotlha
39,5,30.0,aaka kowid  o tsa gapelela kapa o sa lwala tshatathata o kapa o tlhokofale  krelemalop amao mme ge go nnega fee mogare wa kofid  oe leng mo mme lengwagago gaofeto entiwa go tsiami gore baitsanapa batlhalosa gore gu tsiame gore oka kra mo ento egoruuthireletle kgape gouthireletsel uthireletsa le le sealaga gonne gore o ka o ka hate nano monnyalg
39,6,30.0,wenoottigilemme ditwantsiteu ta kohid  ka nako e yana kgaiti go bone gore  kgaiti go bone thata gore ana ditwantsitseu dia kobaneng mme gago pontle gore kemo k mogar se se botlapik gork are mo gare ko yankobanennyi lefaphalan sbis leone wold hap organisation bar twetsa gore le ga o ansa otramo
39,7,30.0,nne o batlotireletsa gore wenna o uipona oo tshwatsegile ka khobid nne o boipikitesa moongwanengwa gago ga o mto o mo anyita kapa le ga o motlhokomela ya ka o mo tlhokomela kanakopotsotloartelen liid baitaana pe gorintse barenka go tsa ko the royal kollege of obsetution enkan akolojis ke bona ba baberkanka bana thatathata le
39,8,30.0,bomme ba baumileng ga ba tlhalosa gore tlha bona ga baleleletse dipatitsotsa bone tapaga ba lebeletedidipatisitso tse dilenteng gore o ka e tsa yang ga o o ainsa ngwana gore ba bonalo gore gusiane gore o ka kiramo ento ka nako eu u angwana gomme e kle fireletakanano ya bo we kebo bo buiphatamne e ha
39,9,30.0,logore kga o tso enta o nto aisa ga go  go thiam goro o nto o aisa ngwana gawa thwane o go siam le go mo aita gawa thon a go enta go mo aita gore o piremo montwa ga gobetnaitiibaru ta gore fela gore bomne baba anilang kga o peto kria e e en kga gora gore o tfa anyila ngwana kapa e
39,10,30.0,go go na lekopi ya gore o antsengwana ga ontlo o o tso enkiwa mne batlhalesatala gore  nago ko go enta ga go firelete gore o anytsengwana mme kga go bontse logore e go nna le ka mokgwa o mme dilotedilm enton dika tlena mome mo mashin a go dileko ngwaneng o mo aitanpo mme ka nako eyanabeitana begeiti ba bonesepethe tke bontan
39,11,30.0,ee gore o ka bontlha gore moente o o ka yakongwanen mme go botlhokwa gore mme aikirelesa gore a sa nna mo kotinya go tshwatlegata mo gare  wa kofid  o ripin gore a o ka o ka ba mme moketinya gore a am a tlhakofalekapa a a tshwatsege mne a gapellwe ga ka tshataga a gapelwe mo mme lengka
39,12,30.0,aatlhokofaleka lebakala gore bolepeboto ta tsatakanakoya yone le n  daltha e re bonang ntle go le bogalimme re gopula gore engon lega e o ka enta jaaka mongwe le mongwe o entang o ka kradi tla moragotsamo entotsa riditin teele re o kaikuka o lapile mo mmeleng yhefa ya ga go e lapile o kaika untlwatar o na lemsikela o kapua ke tlhogo mme le mo lefelong mo le
39,13,30.0,oba go tlhabileng mo empoten o tlautlwa ekare  g butlhoko mme   a kantseribuwa gore lea ge le faphalabitkana lebua gore mo matsatsing a mang liamang re bona gore gona go na letwaneditla moragopeo mme le go lapa mo mmeleng otla gutlwa ekareu ergadibepibaitana ba batlhalosa gore kedi ka moragotse ditlwaelegilenka moento mne le mme oe o aits
39,14,30.0,wana a ka dutla die dikamoragotsena moraagwa matsati a mabedi lea mararo morago ga akiramu ento ga go raagore go na lefengo he ss sa tsiama mommelengwagago go rafela gore okira dikamoragotse di tshwanang tsa mongwe le mooi ne baipanapeba barukita gorbat ba botla gaoto enta uikutla yalo o nne meti ananti o ke gore o nna o nnwa mita
39,15,30.0,ante gore o eka ruu u uaithutshakafoo le mo letsogong poo  go le mo botlhokoteng o katsa ba slapaya ga go fela o imomo mo metsing a maruru ne o o mne o o o tlhape fo gore untle botlhoku boo bolinpeng moletsogong boyebotlase ja ka re bona gore go na le thendanes etlankhata moo letlogo morago ga batho bafeto enkiwa mmee kgape se hebotlhokake gore lebo mnebamar
39,16,30.0,lebaba imilenkanako e se tserebono gore lehaphalabtikanelo le le baruketsa le bona gore baka kramu entokanakoeyaana o munloomongwi ee kekekan kekekekekekeeng ke kgwa dunalana gore o ka kgono kramo entele go in le kapa o anyisa ngwanane gaona libithany gokapa o o e o o o fa  bono gore o kaya o ka bualenyakapa kapamohi wa gago kotlumkin gor go tlhalosetsa totatota
39,17,20.38,ke en to okafebonag moragoga o enta ga o ilekapa o aila ngwana kanako eu ke fanetaka jeko eonngokwae noogutwa getsiralebogatlhe banapontsho o tshalesentlertlabsnalwena gape ka mosortswalepelekametseletsele ya dikwison tsa rona tsa moento
40,1,30.0,ekitshedimosetso ya kowidnoitlisediwake motswedinya femo ko nkabokamooso so soo pontyopilane dumelauum dumela ennkwena ao usiamepianiennakonamolato lornaba banretsiamekathaepo yagorlwenamanaanaatnatnatakereee khatathataautlagen ya pontso  arakogobotsepotsoka moento
40,2,30.0,lee leee mosadi kakana go ya gweding ga mosadi kaetsi gore kwa uke go se goo tlhalisi gore go nale basedi ba batlhageletseng ba bareng ba ba kanaka diketedi le masomamararo ba ba tlagisengkganya gore falafasnaba ba entiwe go ni lele mokgwanyana o go y kweding ga bona go fetogilengkwa re tlalosa ka kganyeneya emon mopekin e hipileng eed buka ya dipatlifito ya baitanape e bitwnder bt
40,3,30.0,the british medikal journal e ntshitse dipigelo go bua ka kgang ena moragoga basadi ba le beketekete ba koo united kingdom ba ba bua ko the medikal hath researh ren medikal hath pradakt re atereti tsapha ya ko uke e thanaleyako uk akeruke
40,4,30.0,eponponswakete keteka o ka suta suta go senenea mogalagago ga wa tlhapa go mpienoga watlhapakitse gore gore o sa tlhapa gompienofelafa morao ga mafelwabeka monatekanoeponswa kgotsa ke mogalaolo wa kojhiseltekponswo aos siamotengotemfaenee re tlawela ko geneeo tswala ko ganyinye wena monnae
40,5,30.0,namntlaboronabnwi ke jhalotsa go no iana diromantshaka ka ka eibaiwnaare tswelamug yoon nna gaeaee gaetsekibuesepepontsao gorogile  buile ga poten ke buile ee e ke ke di metwekepabonam maitlharelo ka kga imoneneke boa goreya noka tsalapeeeneke bwa gore barwa bararaba sapra ya romayamo afika borabako united kindom baboni ba
40,6,30.0,dikiteketetsa basadi ba nnngorega gore morago ga ba setsa go kiramo emtaboneng mokgwa o baya mokgweding egwafepoga mme eba ke basadi ba bantsi le mo afika borwantse go ntswe ke bona dingngorego yale mo mafarakatma bitapolofo gapee i k bonale bath ba bantsintsebankwa lame laeta ba beta ka khain e mme a ka kubile tse british amerikal janal mobekin ehpileng dar witoria mmey
40,7,30.0,u a ba a kwala  moyone  dipatitontseo gore totatsota go bontsha ekare moento oo phetola mokgwa o basadi babonankgwebiya bone emme gare ka lebella gore o re lentenkganano meento e lenpen ke moderna astrajenika pebay ntek le jentlemen johnsen mme ga go lebeletse gore ga go lebeletse gore  sentra for disis kontrol leeo
40,8,30.0,organisation dikamora go tseba dibonantsa moento ga go na tse di buanka gore mokgwa oo moento o ka setolang mokgwa oo bwatlwa bomneba ya momatsatsing a a bonekapa ba bonankgwedimme ge eke ka le bakale dingaka te tshwanan leboo e dotanel ba bua goremoyon binjey ga ba dikigeletsedikileng ke gore ke ba ke a ke batho ba ba fetang tti d ko uke baba ba ba kwaletseng ee
