Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
29,24,30,gonaletlhakatlhakano mo sistiminyaka aowa enwang enwa dipilisitja gaago deno khontla edikhaten dipilitago le kohid wakin hrogo ijele o ngele medikhehinyaka go tsa mauleamentaooaiee onwemedikheseno tsa mae o  tsa wakini ralebogaotswammae dikakayukitse dintsiletshogole lentsi ja kao no bua gore batho letshogolya ko godimo ga,"1. go
2. naletlhakatlhakano mo sistiminyaka aowa enwang enwa dipilisitja gaago deno khontla edikhaten dipilita
3. go
4. le kohid wakin hrogo ijele o ngele medikhehinyaka go tsa mauleamentaooaiee onwemedi
5. kheseno tsa mae o  tsa wakini ralebogaotswammae
6. dikakayukitse dintsiletshogole lentsi ja kao no bua gore batho letshogolya
7. ko godimo ga","1. go
2. What is the difference in the system for this year?
3. go
4. and kohid wakin hrogo ijele u ngele medikehinyaka to mauleamentaooaiee onwemedi
5. the introduction of the eggs of the wakini ralebogaotswammae
6. ikakayukitse mytslettshogole a lot of people say that people are a bittsoglya
7. above"
29,25,30,ntse atsamae a gotsamoendwa gagemolaetsa mogolo o onela mbaretsibarona keofeng dokh kwa bokhutong an ke bore a a rinro ainedar en e rerethonogoo o protekta e binne patshwa leborbaathonogo o bakinede  sa li banao bannyan pa legor byalebo aespesa le batshwalo go rombana leh e sabie ini sapketindis oder ba le gormbaka sekre wakination sogarat ee o ya o wakinida e,"1. ntse atsamae
2. a gotsamoe
3. ndwa gagemolaetsa mogolo o onela mbaretsibarona keofeng dokh kwa bokhutong an ke bore a a rinro
4. ainedar en e rerethonogo
5. o o protekta e binne patshwa leborbaathonogo
6. o bakinede  sa li banao bannyan pa legor byalebo aespesa le batshwalo go rombana leh e
7. sabie ini sapketindis oder ba le gormbaka sekre wakination sogarat ee o ya o wakini
8. da e","1. still walking
2. let him sleep
3. Ndwa gagemolaetsa the big one sees our brothers keofen dokh kbokhutong an ke bore a a rinro
4. ainedar en e rerethonogo
5. o o proteta sing patshwa leboraatonogo
6. You are not allowed to have children when you are young and you are not married.
7. sabie ini sapketindis oder ba le gormbaka sekre wakination sogarat ee o ya o wakini
8. Yes"
29,26,30,tsiagopolo yaoutts gora aodirele wenafela o direla ofe de kommuntiraundi o direla ba le gorombaka molkuny gabalerombaka skrebakin o badwen oo ya watba gore amtinid htkrthakadakarelebogile thatale monakoengetlanrelebogetse nako letshedimosetso ernetse re lebogilethata ke dar maphotose go wa enekeklnikhal waerolojit nre boisanalenefelajkg,"1. tsiagopolo yaoutts gora aodirele wenafela o direla ofe de kommuntiraundi o direla ba le gorombaka mol
2. kuny gabalerombaka skrebakin o badwen oo ya watba gore amtinid htkrthakad
3. akarelebogile thatale
4. monakoengetlanrelebogetse nako letshedimosetso ernetse re lebogilethata ke dar maphotose go wa eneke
5. klnikhal wae
6. rolojit nre boisanalenefelajkg","1. tsiakopolo yaoutts gora aodirele younela what do you do de komunitiraundi do they do gorombaka mol
2. kuny gabalerombaka skrebakin o badwen oo watba that amtinid htkrthakad
3. have a hard time
4. monaongengtlanreleboleggete time and information
5. the clinic
6. ròloit nre boisanalenefelajkg"
29,27,30,ana jang  le ditlamorago tsa ga o fetsa go bona mo ento kgatlanalemo gareo koyid   ga onale male  malwetsea farloganeng a pelo wa ro tlwetsa ka ntlhagore o mo kotsinyitsinkanakasepe wena o na leng bolwetsikana bothatajwa pelo ka ntlhagore ojaaka kaile arebontsijwa batho bao ke bone baele gore ba feleletsa batsenejal isiyu ke bone ba feletselegore balatlegatseki matshelo a bone ka jalotshonukiye e tengibagaetsho e dirise kgaelo go rwaetsaetsegafa nedifatsa gore o bona ngaka gago,"1. ana jang  le ditlamorago tsa ga o fetsa go bona mo ento kgatlanalemo gareo koyid   ga onale
2. male  malwetsea
3. farloganeng a pelo wa ro tlwetsa ka ntlhagore o mo kotsinyitsinkanakasepe wena o na leng bolwetsikana bothatajwa pelo ka ntlha
4. gore ojaaka kaile arebontsijwa batho bao ke bone baele gore ba feleletsa batsenejal isiyu ke bone ba feletselegore balatlega
5. tseki matshelo a bone ka jalotshonukiye e tengibagaetsho e dirise kgaelo go rwaetsaetsegafa
6. nedifatsa gore o bona ngaka gago","1. What are the consequences of the last time you saw the vaccine?
2. male diseases
3. If you have a heart attack, you are in danger.
4. When the people who were shown to me like that, I saw them saying that they were perfect for the Senegalese people.
5. Take care of their lives with the help of the brothers and sisters.
6. Make sure you see your doctor"
29,28,30,pele gotsao ya kutlinikimpele o ile go lebellafelajalo gore eao a a gwa kgonagala ga go kgonagala ka ga gongka gongonale letshogo o kaomorangakare tsikinkinale letshogo ka ntlha ya seemosekinalensone ka ntlha bolwetsejujwapelo bonebo me nga kakwa bualwena obotsa maya o a go dira jalomme go polafelajalo gore enetefa tsafelatalo gore otsa ditlharetsagagoo waido o o gapelegawa gotsa gapelegawa go tsa mo entwa gago lemaipa,"1. pele gotsao ya kutlinikimpele o ile go lebellafelajalo
2. gore eao a a gwa kgonagala ga go kgonagala ka ga gongka gongonale letshogo o kaomorangakare tsikinkinale letshogo ka ntlha
3. ya seemosekinalensone ka ntlha bolwetsejujwapelo bonebo me nga kakwa bualwena obotsa maya
4. o a go dira jalomme
5. go polafelajalo
6. gore enetefa
7. tsafelatalo gore otsa ditlharetsagagoo waido o o gapelegawa gotsa gapelegawa go tsa mo entwa gago lemaipa","1. Before the start of the trial, he expected
2. That it is not possible because it is not possible because of the fear because of the fear
3. of semiochemicals due to inflammation of the eye and can be said to remove the skin
4. He is doing you a favor
5. It is normal
6. to be sure
7. It is imperative that you keep your leaves clean until you are vaccinated."
29,29,8.25,skanama ntsi a re enten bagaejo a re enteng a re enteng a re enteng re enteng re itshiriletseng kgatlano le mo gare wa korona,"1. skanama ntsi a re enten bagaejo a re enteng a re enteng a re enteng re enteng re itshiriletseng kga
2. tlano le mo gare wa korona","1. scanam ntsi let's vaccinate the guests let's vaccinate us vaccinate us vaccinate us let's vaccinate
2. below and in the middle of the crown"
30,1,30,e ketshedimosetso ya kofid  nauitlisediwake motswedinya femo ko nkabokamosoooetsiponso re ra nnansa rukya go tehey leola ntla leola bobedi leola boraro la bona lemotseleeng ke mang mothwadi bonnampedidiotse ke mae imoma dimosela dimelang ee kaes kena ne khonsen ka khoronane ebritha meha gotla wa deba wewi,"1. e
2. ketshedimosetso ya kofid  nauitlisediwake
3. motswedinya femo ko nkabokamosoooetsiponso re ra nnansa rukya
4. go tehey leola ntla leola bobedi leola boraro la bona lemotseleeng ke mang mothwadi bonnampedidiotse ke mae
5. imoma dimosela dimelang ee kaes kena ne khonsen ka khoronane ebritha meha gotla wa deba wewi","1. Yes
2. the development of kofid nauitlisediwake
3. I'm going to go back to the factory and we're going to give it to you
4. Go to the house, I will come, two, three, three, who is the mother, who is the mother, who is the mother?
5. Imoma mimosela plants ee kaes kena ne khonsen kronane ebritha meha gotla wa deba wewi"
30,2,30,sambodi wwwai wipridikdaorwe profesasakit kyakitskiebieyang maara khonsene ya ka ke gore laiki batho ba baitsiang gore go tlogotla wediesoosou eene webieu e tlogotla e le hao denjeras oremae oree eng ke batla go itsi baitsiyang gore dudesid from ara kantris oruad beka,"1. sambodi wwwai wipridikdaorwe profesasakit kya
2. kitskiebieyang maara khonsene ya ka ke gore laiki batho ba baitsiang gore go tlogo
3. tla wediesoosou eene webieu e tlogo
4. tla e le hao denjeras oremae oree eng ke batla go itsi baitsiyang gore dudesid from ara kantris
5. oruad beka","1. sambodi wwwai wipridikdaorwe profesasakit kya
2. Kitskiebieyang maara my opinion is that like people who say that it is coming
3. come to the next webieu
4. come with you denjeras oremae oree what I want to know are those who call themselves dudesid from ara kantris
5. oruad beka"
30,3,30,tlelo kutlad le buamatje abaot ala kantris fokasi e yela mogaemo sauthafrika marinalekhonsenekas hore ekkuali wa di shephenika dis wadeba diueisse ke mangaditi ke mangadipredikthambaitsiiangtl ekepotsa entle eo eman ene ke ba heralhsepanaliele le nna topa gane lega ba ra bo legololelelehemole le nane ke pipa got,"1. tlelo kutlad le buamatje abaot ala kantris fokasi e yela mogaemo sauthafrika marinalekhonsene
2. kas hore ekkuali wa di shephenika dis wadeba diueisse ke mangaditi ke mangadipredikthamba
3. itsiiangtl ekepotsa entle eo eman ene ke ba heralhsepanaliele le nna topa gane lega ba ra bo
4. legololelelehemole le nane ke pipa got","1. tlelo kutlad le buamatje abaot ala kantris fokasi e yela mogaimo southafrica marinalekonsene
2. kas that ekuali wa di shephenika dis wadeba diueisse ke mangaditi ke mangadipredikthamba
3. Remind yourself of the fact that I am in the Spanish language with me when they say that
4. The long and narrow leg is a pipe"
30,4,30,ajaanaperaitiian ke intetabahelebelan gore babone mme gore go bongya gore go tana moluo kapa gore ke gore ke diotedinttedkiragalambaitaana pe ba ba ba perken ka dinthethehin edibaerolojiti le ba tlhoba bariti ba mmestatit batla ba lebella kgwitswa le pehibitwan methenatikal modlen ke gore ba lebella gore kobira galan ka naako e relemo yone kapa el,"1. a
2. jaanaperaitiian ke intetabahelebelan gore babone mme gore go bongya
3. gore go tana moluo kapa gore ke gore ke diotedinttedkiragalambaitaana pe ba ba ba perken ka din
4. thethehin edibae
5. rolojiti le ba tlhoba bariti ba mmestatit batla ba lebella kgwitswa le pehibitwan methenatikal
6. modlen ke gore ba lebella gore kobira galan ka naako e relemo yone kapa el","1. a
2. jaanaperaitiian is intetabahelebelan that they see but that it is a joke
3. that there is a quarrel or that I am tiodedinttedkiragalambaitaana and they are perken with din
4. thedehin edibae
5. Rolita and those who prefer the mestatit bars almost expect to be closed and prohibited methanatikal
6. modlen is that they expect the galan to return at the same time or another"
30,5,30,pilen gore ditshwatago dia poodimo go lebelela gape go naletse go dutswang gore ke sotial etnen go lebellanekgwa e runari ritherenkapen gore abash ba bantsi ba yakwa ntle go diragalang ke diate dintliteopedi lebelwang go bona gore ana rek banamo ona laborne kapaen gar ka lebelaraite modikgwebun mo dibepetethipile mpere biwa gore goo,"1. pilen gore ditshwatago
2. dia poodimo go lebelela gape go naletse go dutswang gore ke sotial etnen go lebellanekgwa e runari ritherenkapen
3. gore abash ba bantsi ba yakwa ntle go diragalang ke diate dintliteopedi lebelwang go bona gore ana rek banamo ona laborne
4. kapaen gar ka lebelaraite modikgwebun mo dibepetethipile mpere biwa gore goo","1. Pilen that symptoms
2. dia poodimo to look again it is clear that it is felt that it is social etnen to be expected e runari ritherenkapen
3. that many abash are killed without incident by the journalists who are expected to see that they are reking these animals
4. Where are the businessmen in the country?"
30,6,30,e liuolabo baitsana pa bada gore liuolabole le ka hemula mo kwedin e yan nwanase  ngwanafele kapamotse dimonthole garetenakayone mme go lelela gore kgo lelela  dier e di twa ka gwaredtsa halfh daatha ke go golebela diletso tsokhethente kritiwa e go bona gore ditshatsego tsa ko e bokelong  ditlhatsego a tsa matati dipalopalo ta re duakatoni,"1. e
2. liuolabo baitsana pa bada gore liuolabole le ka hemula mo kwedin e yan nwanase  ngwanafele
3. kapamotse dimonthole garetenakayone mme go lelela gore kgo lelela  dier e di twa ka gwaredtsa halfh daa
4. tha ke go golebela diletso tsokhethente kritiwa e go bona gore ditshatsego tsa ko e bokelong  ditlhatsego a tsa mata
5. ti dipalopalo ta re duakatoni","1. Yes
2. The owls talk to each other so that the owls can breathe in the same flower.
3. Kapamotse dimontole garetenayakone and it is crying that when it is crying the deer takes them in halfh daa
4. It is necessary to open the ears of the selected kritiwa to see that the results of the collection of the gastrointestinal tract
5. We have a lot of statistics"
30,7,30,letakillitad bia lebeliwa ba e beitsanake ba lebella di aberaje tlatapo tla go berakaphata le beitsanatebako national etetuk a komnikal ddile e le ba bantitelayalo gore kgo lebeliwa gore kgodira gala en ka nafe eu nne ebopo lebolalo gore ana go na leye yenajmane ikhwenhen e ne rebuaaka yonaganteribuaaka dibarientepa delta e tam bitha le tane,"1. le
2. takillitad bia
3. lebeliwa ba e beitsanake
4. ba lebella di aberaje tlatapo tla go berakaphata le beitsanatebako national etetuk a komnikal
5. ddile e le ba bantitelaya
6. lo gore kgo lebeliwa gore kgodira gala en ka nafe eu nne ebopo lebolalo gore ana go na leye yenajmane i
7. khwenhen e ne rebuaaka yonaganteribua
8. aka dibarientepa delta e tam bitha le tane","1. and
2. takillitad bia
3. The guards are fighting it
4. They are waiting for the middle of the night to come to berakaphata and beitsanatebako national etetuk a komnikal
5. They lived as those who killed me
6. How is it expected that you will be able to do this?
7. when it was rebuaka yonaganteribua
8. aka dibarientepa delta e tam bitha le tane"
30,8,30,badeseri go lebalwa dimopotokhe jeu emon ebeele gona go bonang gore dimatmatikal modern ke dikaitiwang go bibutsa dipalopalopakgale go bibutswa  dipalopalo tsa batha baba enklilengg dipalopalo tsa batho ba go bounan ba ka e nwa le gore remon nakin e yan  nomomomono  no mahelong a ronagare ka gopola ka luola,"1. badeseri go lebalwa dimopotokhe jeu emon ebeele gona go bonang gore dimatmatikal modern ke dikaitiwang go
2. bibutsa dipalopalopakgale go bibutswa  dipalopalo tsa batha baba enklilengg dipalopalo tsa batho ba go bounan ba ka e
3. nwa le gore remon nakin e yan  nomomomono  no mahelong a ronagare ka gopola ka luola","1. The students should be reminded of the pototokhe and then go there to see that modern mathematics is required to
2. the statistics of the people who are to be included in the statistics
3. drink and that lemon nakin yan honeymomono and in our eyes I remembered luola"
30,9,30,oraroluola boraro le diragetopa nnaakod e di satshwanang tla gopeta morepi gore  westenklape le kwasin nakarg di bone luola boraro e lata  kgotatshwanele gaupen ke kya lebakala gore baitana pe pabona gore ga nne re pene mo luonnabu beweston kape lek kwadn natal e ne e na le dipalopalo ke kodimo tla bitha bariand,"1. oraroluola boraro le diragetopa nnaa
2. kod e di satshwanang tla gopeta morepi gore  westenklape le kwasin nakarg di bone luola boraro e
3. lata  kgotatshwanele
4. gaupen ke kya
5. lebakala gore baitana pe pabona gore ga nne re pene mo luonnabu beweston kape lek kwadn natal e ne e na
6. le dipalopalo ke kodimo tla bitha bariand","1. solve the problem of three and dragegopa naa
2. If they match, they will ask the singer that Westenklape and Kwasin Nakarg will see the third wave.
3. download the file
4. gaupen ke kya
5. the reason why the people saw that we don't have pen in luonnabu beweston or lek kwadn natal had
6. and the figures are the loan will be called bariand"
30,10,30,ene dipeluola bona labobedilmle bogali mme ge nne batba ne ba tshaepelilekapam letleleleo labapinebana le ditlwanthi te dintsitsa kofid  ka nako e katsa hebatsa gore geb byaltha barinde e ka e gore ba tshaeplhege mme go nne mo gauten kotina e luola ronalabobedila pitha bare nele tekodi mo thata kwa bonwa pore rr e batana moluong la boraro thata pele,"1. ene dipeluola bona labobedilmle
2. bogali mme ge nne batba ne ba tshaepelilekapam letleleleo labapinebana le ditlwanthi te dintsitsa kofid
3. ka nako e katsa hebatsa gore geb byaltha barinde e ka e gore ba tshaeplhege mme go nne mo gau
4. ten kotina e luola ronalabobedila pitha bare nele tekodi mo thata kwa bonwa pore rr e batana moluong la
5. boraro thata pele","1. he has the opportunity to see the second
2. the anger, but if the people were to continue the long camp, the people with the conflicts would not be fixed in the coffee.
3. At the time it is important that if byaltha barinde is that they are clean and it will be gau
4. ten kotina eluola nalobobedila pitha baren tekodi hard where seen pore rr is fighting in the sound of
5. three hard first"
